Item,Binomial,WordA,WordB,Questions,Answer,SentenceType,Sentence,PrimeType,Prime,audio,Condition,List,RelFreq,GenPref,target_freq,prime_freq
3,arts and sciences,arts,sciences,Did Jessica plan on going to college?,y,Sentence (alphabetical),+ Jessica couldn't decide between studying arts and sciences in college.,nonalphabetical,A well-rounded education often includes a balance of sciences and arts.,audio/prime_nonalpha/A_well-rounded_education_often_includes_a_balance_of_sciences_and_arts.wav,3,1,0.4544574614,0.4933750742,frequent,not-frequent
3,arts and sciences,arts,sciences,Did Jessica plan on going to college?,y,Sentence (nonalphabetical),+ Jessica couldn't decide between studying sciences and arts in college.,nonalphabetical,A well-rounded education often includes a balance of sciences and arts.,audio/prime_nonalpha/A_well-rounded_education_often_includes_a_balance_of_sciences_and_arts.wav,4,2,0.4544574614,0.4933750742,not-frequent,not-frequent
3,arts and sciences,arts,sciences,Did Jessica plan on going to college?,y,Sentence (alphabetical),+ Jessica couldn't decide between studying arts and sciences in college.,unrelated,"The library was silent, except for the occasional sound of pages turning.","audio/prime_unrelated/The_library_was_silent,_except_for_the_occasional_sound_of_pages_turning.wav",5,3,0.4544574614,0.4933750742,frequent,unrelated
3,arts and sciences,arts,sciences,Did Jessica plan on going to college?,y,Sentence (nonalphabetical),+ Jessica couldn't decide between studying sciences and arts in college.,unrelated,"The library was silent, except for the occasional sound of pages turning.","audio/prime_unrelated/The_library_was_silent,_except_for_the_occasional_sound_of_pages_turning.wav",6,4,0.4544574614,0.4933750742,not-frequent,unrelated
12,development and research,development,research,Did Emily stay in her field?,n,Sentence (alphabetical),+ Emily was in development and research but eventually decided to leave.,alphabetical,Many years of development and research went into the company's new product.,audio/prime_alpha/Many_years_of_development_and_research_went_into_the_companys_new_product.wav,1,2,-0.48074983772,0.2293127498,not-frequent,not-frequent
12,development and research,development,research,Did Emily stay in her field?,n,Sentence (nonalphabetical),+ Emily was in research and development but eventually decided to leave.,alphabetical,Many years of development and research went into the company's new product.,audio/prime_alpha/Many_years_of_development_and_research_went_into_the_companys_new_product.wav,2,3,-0.48074983772,0.2293127498,frequent,not-frequent
12,development and research,development,research,Did Emily stay in her field?,n,Sentence (alphabetical),+ Emily was in development and research but eventually decided to leave.,nonalphabetical,Many years of research and development went into the company's new product.,audio/prime_nonalpha/Many_years_of_research_and_development_went_into_the_companys_new_product.wav,3,4,-0.48074983772,0.2293127498,not-frequent,frequent
12,development and research,development,research,Did Emily stay in her field?,n,Sentence (nonalphabetical),+ Emily was in research and development but eventually decided to leave.,nonalphabetical,Many years of research and development went into the company's new product.,audio/prime_nonalpha/Many_years_of_research_and_development_went_into_the_companys_new_product.wav,4,5,-0.48074983772,0.2293127498,frequent,frequent
12,development and research,development,research,Did Emily stay in her field?,n,Sentence (alphabetical),+ Emily was in development and research but eventually decided to leave.,unrelated,His suitcase was packed with essentials and a few souvenirs from his last adventure.,audio/prime_unrelated/His_suitcase_was_packed_with_essentials_and_a_few_souvenirs_from_his_last_adventure.wav,5,6,-0.48074983772,0.2293127498,not-frequent,unrelated
12,development and research,development,research,Did Emily stay in her field?,n,Sentence (nonalphabetical),+ Emily was in research and development but eventually decided to leave.,unrelated,His suitcase was packed with essentials and a few souvenirs from his last adventure.,audio/prime_unrelated/His_suitcase_was_packed_with_essentials_and_a_few_souvenirs_from_his_last_adventure.wav,6,1,-0.48074983772,0.2293127498,frequent,unrelated
22,goods and services,goods,services,Were the village people willing to trade?,n,Sentence (alphabetical),+ The village people would not trade goods and services for money.,alphabetical,The store offers a wide variety of goods and services to meet customer needs.,audio/prime_alpha/The_store_offers_a_wide_variety_of_goods_and_services_to_meet_customer_needs.wav,1,6,0.49259811509999996,0.6638593473,frequent,frequent
22,goods and services,goods,services,Were the village people willing to trade?,n,Sentence (nonalphabetical),+ The village people would not trade services and goods for money.,alphabetical,The store offers a wide variety of goods and services to meet customer needs.,audio/prime_alpha/The_store_offers_a_wide_variety_of_goods_and_services_to_meet_customer_needs.wav,2,1,0.49259811509999996,0.6638593473,not-frequent,frequent
22,goods and services,goods,services,Were the village people willing to trade?,n,Sentence (alphabetical),+ The village people would not trade goods and services for money.,nonalphabetical,The store offers a wide variety of services and goods to meet customer needs.,audio/prime_nonalpha/The_store_offers_a_wide_variety_of_services_and_goods_to_meet_customer_needs.wav,3,2,0.49259811509999996,0.6638593473,frequent,not-frequent
22,goods and services,goods,services,Were the village people willing to trade?,n,Sentence (nonalphabetical),+ The village people would not trade services and goods for money.,nonalphabetical,The store offers a wide variety of services and goods to meet customer needs.,audio/prime_nonalpha/The_store_offers_a_wide_variety_of_services_and_goods_to_meet_customer_needs.wav,4,3,0.49259811509999996,0.6638593473,not-frequent,not-frequent
22,goods and services,goods,services,Were the village people willing to trade?,n,Sentence (alphabetical),+ The village people would not trade goods and services for money.,unrelated,"They toasted to friendship, clinking their glasses in celebration.","audio/prime_unrelated/They_toasted_to_friendship,_clinking_their_glasses_in_celebration.wav",5,4,0.49259811509999996,0.6638593473,frequent,unrelated
22,goods and services,goods,services,Were the village people willing to trade?,n,Sentence (nonalphabetical),+ The village people would not trade services and goods for money.,unrelated,"They toasted to friendship, clinking their glasses in celebration.","audio/prime_unrelated/They_toasted_to_friendship,_clinking_their_glasses_in_celebration.wav",6,5,0.49259811509999996,0.6638593473,not-frequent,unrelated
7,brother and sister,brother,sister,Are Paul's siblings cool?,y,Sentence (alphabetical),+ Paul wants to spend time with his brother and sister because they're cool.,alphabetical,The brother and sister shared a bond that no distance could weaken.,audio/prime_alpha/The_brother_and_sister_shared_a_bond_that_no_distance_could_weaken.wav,1,3,0.3382719058,0.6344814705,frequent,frequent
7,brother and sister,brother,sister,Are Paul's siblings cool?,y,Sentence (nonalphabetical),+ Paul wants to spend time with his sister and brother because they're cool.,alphabetical,The brother and sister shared a bond that no distance could weaken.,audio/prime_alpha/The_brother_and_sister_shared_a_bond_that_no_distance_could_weaken.wav,2,4,0.3382719058,0.6344814705,not-frequent,frequent
7,brother and sister,brother,sister,Are Paul's siblings cool?,y,Sentence (alphabetical),+ Paul wants to spend time with his brother and sister because they're cool.,nonalphabetical,The sister and brother shared a bond that no distance could weaken.,audio/prime_nonalpha/The_sister_and_brother_shared_a_bond_that_no_distance_could_weaken.wav,3,5,0.3382719058,0.6344814705,frequent,not-frequent
7,brother and sister,brother,sister,Are Paul's siblings cool?,y,Sentence (nonalphabetical),+ Paul wants to spend time with his sister and brother because they're cool.,nonalphabetical,The sister and brother shared a bond that no distance could weaken.,audio/prime_nonalpha/The_sister_and_brother_shared_a_bond_that_no_distance_could_weaken.wav,4,6,0.3382719058,0.6344814705,not-frequent,not-frequent
7,brother and sister,brother,sister,Are Paul's siblings cool?,y,Sentence (alphabetical),+ Paul wants to spend time with his brother and sister because they're cool.,unrelated,"The cat curled up on the windowsill, basking in a patch of warm sunlight.","audio/prime_unrelated/The_cat_curled_up_on_the_windowsill,_basking_in_a_patch_of_warm_sunlight.wav",5,1,0.3382719058,0.6344814705,frequent,unrelated
7,brother and sister,brother,sister,Are Paul's siblings cool?,y,Sentence (nonalphabetical),+ Paul wants to spend time with his sister and brother because they're cool.,unrelated,"The cat curled up on the windowsill, basking in a patch of warm sunlight.","audio/prime_unrelated/The_cat_curled_up_on_the_windowsill,_basking_in_a_patch_of_warm_sunlight.wav",6,2,0.3382719058,0.6344814705,not-frequent,unrelated
25,men and women,men,women,Were the people in Jen's dance class talented?,y,Sentence (alphabetical),+ Jen thought that the men and women in her dance class were all very talented.,alphabetical,The disparity between the wages of men and women in the workforce is a major concern for many.,audio/prime_alpha/The_disparity_between_the_wages_of_men_and_women_in_the_workforce_is_a_major_concern_for_many.wav,1,3,0.40642814120000004,0.7288977898,frequent,frequent
25,men and women,men,women,Were the people in Jen's dance class talented?,y,Sentence (nonalphabetical),+ Jen thought that the women and men in her dance class were all very talented.,alphabetical,The disparity between the wages of men and women in the workforce is a major concern for many.,audio/prime_alpha/The_disparity_between_the_wages_of_men_and_women_in_the_workforce_is_a_major_concern_for_many.wav,2,4,0.40642814120000004,0.7288977898,not-frequent,frequent
25,men and women,men,women,Were the people in Jen's dance class talented?,y,Sentence (alphabetical),+ Jen thought that the men and women in her dance class were all very talented.,nonalphabetical,The disparity between the wages of men and women in the workforce is a major concern for many.,audio/prime_nonalpha/The_disparity_between_the_wages_of_men_and_women_in_the_workforce_is_a_major_concern_for_many.wav,3,5,0.40642814120000004,0.7288977898,frequent,not-frequent
25,men and women,men,women,Were the people in Jen's dance class talented?,y,Sentence (nonalphabetical),+ Jen thought that the women and men in her dance class were all very talented.,nonalphabetical,The disparity between the wages of men and women in the workforce is a major concern for many.,audio/prime_nonalpha/The_disparity_between_the_wages_of_men_and_women_in_the_workforce_is_a_major_concern_for_many.wav,4,6,0.40642814120000004,0.7288977898,not-frequent,not-frequent
25,men and women,men,women,Were the people in Jen's dance class talented?,y,Sentence (alphabetical),+ Jen thought that the men and women in her dance class were all very talented.,unrelated,"The cafe was cozy, with soft music playing and the smell of fresh pastries in the air.","audio/prime_unrelated/The_cafe_was_cozy,_with_soft_music_playing_and_the_smell_of_fresh_pastries_in_the_air.wav",5,1,0.40642814120000004,0.7288977898,frequent,unrelated
25,men and women,men,women,Were the people in Jen's dance class talented?,y,Sentence (nonalphabetical),+ Jen thought that the women and men in her dance class were all very talented.,unrelated,"The cafe was cozy, with soft music playing and the smell of fresh pastries in the air.","audio/prime_unrelated/The_cafe_was_cozy,_with_soft_music_playing_and_the_smell_of_fresh_pastries_in_the_air.wav",6,2,0.40642814120000004,0.7288977898,not-frequent,unrelated
5,blood and flesh,blood,flesh,Did Nick consider Rhonda to be family?,y,Sentence (alphabetical),+ Although Rhonda was not Nick's blood and flesh he considered her family.,alphabetical,"The battle left marks of blood and flesh on the ground, a grim reminder of its toll.","audio/prime_alpha/The_battle_left_marks_of_blood_and_flesh_on_the_ground,_a_grim_reminder_of_its_toll.wav",1,1,-0.47360396965,0.469076088,not-frequent,not-frequent
5,blood and flesh,blood,flesh,Did Nick consider Rhonda to be family?,y,Sentence (nonalphabetical),+ Although Rhonda was not Nick's flesh and blood he considered her family.,alphabetical,"The battle left marks of blood and flesh on the ground, a grim reminder of its toll.","audio/prime_alpha/The_battle_left_marks_of_blood_and_flesh_on_the_ground,_a_grim_reminder_of_its_toll.wav",2,2,-0.47360396965,0.469076088,frequent,not-frequent
5,blood and flesh,blood,flesh,Did Nick consider Rhonda to be family?,y,Sentence (alphabetical),+ Although Rhonda was not Nick's blood and flesh he considered her family.,nonalphabetical,"The battle left marks of flesh and blood on the ground, a grim reminder of its toll.","audio/prime_nonalpha/The_battle_left_marks_of_flesh_and_blood_on_the_ground,_a_grim_reminder_of_its_toll.wav",3,3,-0.47360396965,0.469076088,not-frequent,frequent
5,blood and flesh,blood,flesh,Did Nick consider Rhonda to be family?,y,Sentence (nonalphabetical),+ Although Rhonda was not Nick's flesh and blood he considered her family.,nonalphabetical,"The battle left marks of flesh and blood on the ground, a grim reminder of its toll.","audio/prime_nonalpha/The_battle_left_marks_of_flesh_and_blood_on_the_ground,_a_grim_reminder_of_its_toll.wav",4,4,-0.47360396965,0.469076088,frequent,frequent
5,blood and flesh,blood,flesh,Did Nick consider Rhonda to be family?,y,Sentence (alphabetical),+ Although Rhonda was not Nick's blood and flesh he considered her family.,unrelated,"With a deep breath, she stepped onto the stage, her heart pounding in her chest.","audio/prime_unrelated/With_a_deep_breath,_she_stepped_onto_the_stage,_her_heart_pounding_in_her_chest.wav",5,5,-0.47360396965,0.469076088,not-frequent,unrelated
5,blood and flesh,blood,flesh,Did Nick consider Rhonda to be family?,y,Sentence (nonalphabetical),+ Although Rhonda was not Nick's flesh and blood he considered her family.,unrelated,"With a deep breath, she stepped onto the stage, her heart pounding in her chest.","audio/prime_unrelated/With_a_deep_breath,_she_stepped_onto_the_stage,_her_heart_pounding_in_her_chest.wav",6,6,-0.47360396965,0.469076088,frequent,unrelated
29,pepper and salt,pepper,salt,Is the food bland?,y,Sentence (alphabetical),+ The food is in need of pepper and salt because it's rather bland.,alphabetical,She added just a pinch of pepper and salt to bring out the flavors of the dish.,audio/prime_alpha/She_added_just_a_pinch_of_pepper_and_salt_to_bring_out_the_flavors_of_the_dish.wav,1,1,-0.43924954184,0.2688838616,not-frequent,not-frequent
29,pepper and salt,pepper,salt,Is the food bland?,y,Sentence (nonalphabetical),+ The food is in need of salt and pepper because it's rather bland.,alphabetical,She added just a pinch of pepper and salt to bring out the flavors of the dish.,audio/prime_alpha/She_added_just_a_pinch_of_pepper_and_salt_to_bring_out_the_flavors_of_the_dish.wav,2,2,-0.43924954184,0.2688838616,frequent,not-frequent
29,pepper and salt,pepper,salt,Is the food bland?,y,Sentence (alphabetical),+ The food is in need of pepper and salt because it's rather bland.,nonalphabetical,She added just a pinch of salt and pepper to bring out the flavors of the dish.,audio/prime_nonalpha/She_added_just_a_pinch_of_salt_and_pepper_to_bring_out_the_flavors_of_the_dish.wav,3,3,-0.43924954184,0.2688838616,not-frequent,frequent
29,pepper and salt,pepper,salt,Is the food bland?,y,Sentence (nonalphabetical),+ The food is in need of salt and pepper because it's rather bland.,nonalphabetical,She added just a pinch of salt and pepper to bring out the flavors of the dish.,audio/prime_nonalpha/She_added_just_a_pinch_of_salt_and_pepper_to_bring_out_the_flavors_of_the_dish.wav,4,4,-0.43924954184,0.2688838616,frequent,frequent
29,pepper and salt,pepper,salt,Is the food bland?,y,Sentence (alphabetical),+ The food is in need of pepper and salt because it's rather bland.,unrelated,"The dog barked at the mailman every day, as if it were his sworn duty.","audio/prime_unrelated/The_dog_barked_at_the_mailman_every_day,_as_if_it_were_his_sworn_duty.wav",5,5,-0.43924954184,0.2688838616,not-frequent,unrelated
29,pepper and salt,pepper,salt,Is the food bland?,y,Sentence (nonalphabetical),+ The food is in need of salt and pepper because it's rather bland.,unrelated,"The dog barked at the mailman every day, as if it were his sworn duty.","audio/prime_unrelated/The_dog_barked_at_the_mailman_every_day,_as_if_it_were_his_sworn_duty.wav",6,6,-0.43924954184,0.2688838616,frequent,unrelated
13,error and trial,error,trial,Was Hal still stuck on the math problem?,n,Sentence (alphabetical),+ Hal solved the math problem by error and trial because he was lazy.,alphabetical,Sometimes it feels like trial and error is the only way to learn.,audio/prime_alpha/Sometimes_it_feels_like_trial_and_error_is_the_only_way_to_learn.wav,1,3,-0.4995134398482,0.1682363,not-frequent,not-frequent
13,error and trial,error,trial,Was Hal still stuck on the math problem?,n,Sentence (nonalphabetical),+ Hal solved the math problem by trial and error because he was lazy.,alphabetical,Sometimes it feels like trial and error is the only way to learn.,audio/prime_alpha/Sometimes_it_feels_like_trial_and_error_is_the_only_way_to_learn.wav,2,4,-0.4995134398482,0.1682363,frequent,not-frequent
13,error and trial,error,trial,Was Hal still stuck on the math problem?,n,Sentence (alphabetical),+ Hal solved the math problem by error and trial because he was lazy.,nonalphabetical,Sometimes it feels like error and trial is the only way to learn.,audio/prime_nonalpha/Sometimes_it_feels_like_error_and_trial_is_the_only_way_to_learn.wav,3,5,-0.4995134398482,0.1682363,not-frequent,frequent
13,error and trial,error,trial,Was Hal still stuck on the math problem?,n,Sentence (nonalphabetical),+ Hal solved the math problem by trial and error because he was lazy.,nonalphabetical,Sometimes it feels like error and trial is the only way to learn.,audio/prime_nonalpha/Sometimes_it_feels_like_error_and_trial_is_the_only_way_to_learn.wav,4,6,-0.4995134398482,0.1682363,frequent,frequent
13,error and trial,error,trial,Was Hal still stuck on the math problem?,n,Sentence (alphabetical),+ Hal solved the math problem by error and trial because he was lazy.,unrelated,"The aroma of freshly baked bread drifted from the kitchen, inviting everyone inside.","audio/prime_unrelated/The_aroma_of_freshly_baked_bread_drifted_from_the_kitchen,_inviting_everyone_inside.wav",5,1,-0.4995134398482,0.1682363,not-frequent,unrelated
13,error and trial,error,trial,Was Hal still stuck on the math problem?,n,Sentence (nonalphabetical),+ Hal solved the math problem by trial and error because he was lazy.,unrelated,"The aroma of freshly baked bread drifted from the kitchen, inviting everyone inside.","audio/prime_unrelated/The_aroma_of_freshly_baked_bread_drifted_from_the_kitchen,_inviting_everyone_inside.wav",6,2,-0.4995134398482,0.1682363,frequent,unrelated
11,death and life,death,life,Is it hard to tell one's circumstances in purgatory?,y,Sentence (alphabetical),+ It is hard to tell the difference between death and life when you are in purgatory.,alphabetical,"In many cultures, death and life are seen as intertwined parts of a greater cycle.","audio/prime_alpha/In_many_cultures,_death_and_life_are_seen_as_intertwined_parts_of_a_greater_cycle.wav",1,1,-0.4380721283,0.1047131005,not-frequent,not-frequent
11,death and life,death,life,Is it hard to tell one's circumstances in purgatory?,y,Sentence (nonalphabetical),+ It is hard to tell the difference between life and death when you are in purgatory.,alphabetical,"In many cultures, death and life are seen as intertwined parts of a greater cycle.","audio/prime_alpha/In_many_cultures,_death_and_life_are_seen_as_intertwined_parts_of_a_greater_cycle.wav",2,2,-0.4380721283,0.1047131005,frequent,not-frequent
11,death and life,death,life,Is it hard to tell one's circumstances in purgatory?,y,Sentence (alphabetical),+ It is hard to tell the difference between death and life when you are in purgatory.,nonalphabetical,"In many cultures, life and death are seen as intertwined parts of a greater cycle.","audio/prime_nonalpha/In_many_cultures,_life_and_death_are_seen_as_intertwined_parts_of_a_greater_cycle.wav",3,3,-0.4380721283,0.1047131005,not-frequent,frequent
11,death and life,death,life,Is it hard to tell one's circumstances in purgatory?,y,Sentence (nonalphabetical),+ It is hard to tell the difference between life and death when you are in purgatory.,nonalphabetical,"In many cultures, life and death are seen as intertwined parts of a greater cycle.","audio/prime_nonalpha/In_many_cultures,_life_and_death_are_seen_as_intertwined_parts_of_a_greater_cycle.wav",4,4,-0.4380721283,0.1047131005,frequent,frequent
11,death and life,death,life,Is it hard to tell one's circumstances in purgatory?,y,Sentence (alphabetical),+ It is hard to tell the difference between death and life when you are in purgatory.,unrelated,The child’s laughter echoed through the park as he chased after a butterfly.,audio/prime_unrelated/The_child’s_laughter_echoed_through_the_park_as_he_chased_after_a_butterfly.wav,5,5,-0.4380721283,0.1047131005,not-frequent,unrelated
11,death and life,death,life,Is it hard to tell one's circumstances in purgatory?,y,Sentence (nonalphabetical),+ It is hard to tell the difference between life and death when you are in purgatory.,unrelated,The child’s laughter echoed through the park as he chased after a butterfly.,audio/prime_unrelated/The_child’s_laughter_echoed_through_the_park_as_he_chased_after_a_butterfly.wav,6,6,-0.4380721283,0.1047131005,frequent,unrelated
4,black and white,black,white,Do Dalmations usually come in many different colors?,n,Sentence (alphabetical),+ Dalmatians found in colors other than black and white are highly unusual.,alphabetical,"The film is shot entirely in black and white, giving it a timeless quality.","audio/prime_alpha/The_film_is_shot_entirely_in_black_and_white,_giving_it_a_timeless_quality.wav",1,6,0.33220185449999995,0.4175274348,frequent,frequent
4,black and white,black,white,Do Dalmations usually come in many different colors?,n,Sentence (nonalphabetical),+ Dalmatians found in colors other than white and black are highly unusual.,alphabetical,"The film is shot entirely in black and white, giving it a timeless quality.","audio/prime_alpha/The_film_is_shot_entirely_in_black_and_white,_giving_it_a_timeless_quality.wav",2,1,0.33220185449999995,0.4175274348,not-frequent,frequent
4,black and white,black,white,Do Dalmations usually come in many different colors?,n,Sentence (alphabetical),+ Dalmatians found in colors other than black and white are highly unusual.,nonalphabetical,"The film is shot entirely in white and black, giving it a timeless quality.","audio/prime_nonalpha/The_film_is_shot_entirely_in_white_and_black,_giving_it_a_timeless_quality.wav",3,2,0.33220185449999995,0.4175274348,frequent,not-frequent
4,black and white,black,white,Do Dalmations usually come in many different colors?,n,Sentence (nonalphabetical),+ Dalmatians found in colors other than white and black are highly unusual.,nonalphabetical,"The film is shot entirely in white and black, giving it a timeless quality.","audio/prime_nonalpha/The_film_is_shot_entirely_in_white_and_black,_giving_it_a_timeless_quality.wav",4,3,0.33220185449999995,0.4175274348,not-frequent,not-frequent
4,black and white,black,white,Do Dalmations usually come in many different colors?,n,Sentence (alphabetical),+ Dalmatians found in colors other than black and white are highly unusual.,unrelated,"He watched the rain tap against the window, lost in thought.","audio/prime_unrelated/He_watched_the_rain_tap_against_the_window,_lost_in_thought.wav",5,4,0.33220185449999995,0.4175274348,frequent,unrelated
4,black and white,black,white,Do Dalmations usually come in many different colors?,n,Sentence (nonalphabetical),+ Dalmatians found in colors other than white and black are highly unusual.,unrelated,"He watched the rain tap against the window, lost in thought.","audio/prime_unrelated/He_watched_the_rain_tap_against_the_window,_lost_in_thought.wav",6,5,0.33220185449999995,0.4175274348,not-frequent,unrelated
18,female and male,female,male,Does the dog breeder have puppies coming?,y,Sentence (alphabetical),+ The dog breeder has female and male puppies coming.,alphabetical,The study found no significant differences in learning styles between female and male students.,audio/prime_alpha/The_study_found_no_significant_differences_in_learning_styles_between_female_and_male_students.wav,1,2,-0.42635207012,0.349332677,not-frequent,not-frequent
18,female and male,female,male,Does the dog breeder have puppies coming?,y,Sentence (nonalphabetical),+ The dog breeder has male and female puppies coming.,alphabetical,The study found no significant differences in learning styles between female and male students.,audio/prime_alpha/The_study_found_no_significant_differences_in_learning_styles_between_female_and_male_students.wav,2,3,-0.42635207012,0.349332677,frequent,not-frequent
18,female and male,female,male,Does the dog breeder have puppies coming?,y,Sentence (alphabetical),+ The dog breeder has female and male puppies coming.,nonalphabetical,The study found no significant differences in learning styles between male and female students.,audio/prime_nonalpha/The_study_found_no_significant_differences_in_learning_styles_between_male_and_female_students.wav,3,4,-0.42635207012,0.349332677,not-frequent,frequent
18,female and male,female,male,Does the dog breeder have puppies coming?,y,Sentence (nonalphabetical),+ The dog breeder has male and female puppies coming.,nonalphabetical,The study found no significant differences in learning styles between male and female students.,audio/prime_nonalpha/The_study_found_no_significant_differences_in_learning_styles_between_male_and_female_students.wav,4,5,-0.42635207012,0.349332677,frequent,frequent
18,female and male,female,male,Does the dog breeder have puppies coming?,y,Sentence (alphabetical),+ The dog breeder has female and male puppies coming.,unrelated,"She wrote down her goals in a new journal, determined to make this year different.","audio/prime_unrelated/She_wrote_down_her_goals_in_a_new_journal,_determined_to_make_this_year_different.wav",5,6,-0.42635207012,0.349332677,not-frequent,unrelated
18,female and male,female,male,Does the dog breeder have puppies coming?,y,Sentence (nonalphabetical),+ The dog breeder has male and female puppies coming.,unrelated,"She wrote down her goals in a new journal, determined to make this year different.","audio/prime_unrelated/She_wrote_down_her_goals_in_a_new_journal,_determined_to_make_this_year_different.wav",6,1,-0.42635207012,0.349332677,frequent,unrelated
